FoodNumber	FoodName	FoodCategory	Base	FoodGroupCode	Dilution	Units	Description	Comment	EdiblePortion	WATER	TOTNIT	NCF	PROT	FAT	CHO	KCALS	KJ	ALCO	STAR	TOTSUG	AOAC	GLUC	FRUCT	MALT	LACT	SUCR	OSUG	FREESUG	SATFA	CMON	CN3	CN6	TRANS	CHOL	RET	TOTCAR	ACAR	BCAR	BCRYPT	VITA	VITD	THIA	RIBO	NIACEQU	VITC	VITE	VITB6	VITB12	FOLT	PANTO	BIOT	NA	K	CA	MG	P	FE	HFE	NHFE	CU	ZN	CL	I	MN	SE	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
48	RICE BROWN DRIED	F	100	1G	1	Grams	 	19/08/04 Updated with MW6 BH. Updated for NDNS rolling programme using flours and grains analytical data, sample 13.  NK 23/1/07. Updated for NDNS RP yr2 08/04/10 EF	1	11.9	1.3	5.95	7.7	1.5	77.1	333	1420	0	76.3	.7	3	0	0	0	0	.7	0	0	.28	.51	.01	.44	0	0	0	0	0	0	0	0	0	.3	.06	6.5	0	.4	.2	0	22	.7	4	0	243	11	116	323	1	0	1	.22	1.8	56	0	2.49	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	RICE, BROWN, BOILED	F	100	1G	1	Grams	 	27/08/04 Updated with MW6 BH. Updated for NDNS rolling programme using flours and grains analytical data, sample 14.  NK 23/1/07	1	67	.6	5.95	3.6	.9	29.2	132	563	0	29	.1	1.5	0	0	0	0	.1	0	0	.17	.3	.01	.3	0	0	0	0	0	0	0	0	0	.11	0	3.2	0	.1	.1	0	7	.3	2	4	62	17	48	125	.5	0	.5	.08	.7	35	0	.92	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	RICE BROWN FRIED IN BLENDED OIL	R	100	1G	1	Grams	 	 	1	53.5	.5	6.32	3.2	18.3	25.6	274	1142	0	25.4	.1	1.3	0	0	0	0	.1	0	0	2.2	9.6	1.15	4.34	0	0	0	0	0	0	0	0	0	.1	0	2.8	0	4	.1	0	6	.3	2	4	54	15	42	110	.4	0	.4	.07	.6	31	2	.81	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	RICE BROWN FRIED IN DRIPPING	R	100	1G	1	Grams	 	 	1	53.7	.5	6.32	3.2	18.2	25.6	272	1136	0	25.4	.1	1.3	0	0	0	0	.1	0	0	9.35	6.44	.11	.55	.77	16	0	0	0	0	0	0	0	.1	0	2.8	0	.1	.1	0	6	.3	2	4	55	15	42	112	.5	0	.5	.08	.6	31	1	.81	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	RICE BROWN FRIED IN LARD	R	100	1G	1	Grams	 	 	1	53.7	.5	6.32	3.2	18.2	25.6	272	1136	0	25.4	.1	1.3	0	0	0	0	.1	0	0	7.27	7.81	.1	1.82	0	16	0	0	0	0	0	0	0	.1	0	2.8	0	.3	.1	0	6	.3	2	4	55	15	42	110	.5	0	.5	.07	.6	31	0	.81	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	RICE BROWN FRIED IN PUFA OIL	R	100	1G	1	Grams	 	 	1	53.5	.5	6.32	3.2	17.3	25.6	264	1104	0	25.4	.1	1.3	0	0	0	0	.1	0	0	2.25	4.45	.49	9.92	0	0	0	0	0	0	0	0	0	.1	0	2.8	0	4.9	.1	0	6	.3	2	4	54	15	42	110	.5	0	.5	.07	.6	31	0	.81	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	RICE WHITE EASY COOK DRIED	F	100	1G	1	Grams	 	mw6 23-updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data sample 7.  NK 19/1/07. Updated for NDNS RP yr2 08/04/10 EF	1	11.5	1.2	5.95	7	1.1	82.4	347	1478	0	82.3	0	1.7	0	0	0	0	0	0	0	.23	.32	.01	.35	0	0	0	0	0	0	0	0	0	.21	0	6	0	0	.2	0	18	.8	3	2	156	23	27	159	.4	0	.4	.27	1.1	61	2	.92	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	WHITE RICE EASY COOK BOILED	F	100	1G	1	Grams	 	mw6 24-updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data, sample 8.  NK 24/1/07-	1	67	.5	5.95	3	.4	34.7	146	622	0	34.7	0	.7	0	0	0	0	0	0	0	.09	.13	0	.14	0	0	0	0	0	0	0	0	0	.05	0	1.6	0	0	.1	0	6	.3	1	6	18	20	7	39	.1	0	.1	.09	.3	88	1	.25	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	RICE FLAKES DRIED	F	100	1G	1	Grams	 	 	1	12.6	1.1	5.95	6.6	1.2	77.7	329	1400	0	77.5	.2	.7	.1	0	0	0	.1	0	0	.26	.3	0	.42	0	0	0	0	0	0	0	0	0	.21	.05	5.5	0	.1	.3	0	20	.6	3	6	110	20	13	100	8	0	8	.18	1.3	27	14	.87	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	RICE WHITE LONG GRAIN POLISHED DRIED	F	100	1G	1	Grams	 	Updated for NDNS rolling programme using flours and grains analytical data sample 5.  NK 19/1/07	1	11.3	1.1	5.95	6.7	1	85.1	354	1510	0	84.8	.2	1.1	0	0	0	0	.2	0	0	.25	.27	0	.27	0	0	0	0	0	0	0	0	0	.12	0	3.3	0	0	.1	0	14	.4	2	1	87	16	25	117	.3	0	.3	.18	1.4	46	0	1.05	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	RICE WHITE LONG POLISHED BOILED	F	100	1G	1	Grams	 	Updated for NDNS rolling programme using flours and grains analytical data sample 6.  NK 19/1/07	1	68.2	.5	5.95	2.8	.4	31.1	131	560	0	31.1	0	.5	0	0	0	0	0	0	0	.11	.12	0	.12	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	4	.2	1	11	12	8	5	28	0	0	0	.07	.4	84	0	.29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	RICE WHITE FRIED BLENDED OIL	R	100	1G	1	Grams	 	 	1	54.6	.4	6.32	2.5	17.9	27.3	273	1140	0	27.3	0	.4	0	0	0	0	0	0	0	2.14	9.44	1.14	4.19	0	0	0	0	0	0	0	0	0	0	0	1.1	0	3.9	0	0	4	.2	1	10	11	7	4	25	0	0	0	.06	.4	74	2	.25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	RICE WHITE WITH PUFA OIL	R	100	1G	1	Grams	 	 	1	54.6	.4	6.32	2.5	16.8	27.3	263	1101	0	27.3	0	.4	0	0	0	0	0	0	0	2.2	4.29	.49	9.76	0	0	0	0	0	0	0	0	0	0	0	1.1	0	4.8	0	0	4	.2	1	10	11	7	4	25	0	0	0	.06	.4	74	0	.25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	WHITE RICE FRIED IN DRIPPING	R	100	1G	1	Grams	 	 	1	54.7	.4	6.32	2.5	17.7	27.3	271	1134	0	27.3	0	.4	0	0	0	0	0	0	0	9.29	6.28	.11	.39	.77	16	0	0	0	0	0	0	0	0	0	1.1	0	.1	0	0	4	.2	1	11	11	7	4	27	0	0	0	.08	.4	74	1	.25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	RICE WHITE FRIED IN LARD	R	100	1G	1	Grams	 	 	1	54.7	.4	6.32	2.5	17.7	27.3	271	1134	0	27.3	0	.4	0	0	0	0	0	0	0	7.22	7.65	.09	1.66	0	16	0	0	0	0	0	0	0	0	0	1.1	0	.2	0	0	4	.2	1	10	11	7	5	25	0	0	0	.06	.4	74	0	.25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	RICE WHITE BOILED IN MILK	R	100	9D	1	Grams	 	 	1	77.4	.7	7.84	4.4	4.5	12.8	107	454	0	7.8	5	.1	0	0	0	5	0	0	0	2.79	1.06	.02	.14	.08	15	36	22	0	22	0	40	0	.04	.24	1.2	1.1	.1	.1	.8	7	.6	3	49	183	135	14	118	.1	0	.1	.02	.6	104	33	.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	RICE WHITE MILK AND SUGAR	R	100	9D	1	Grams	 	 	1	70.5	.7	7.83	4.1	4.2	20.9	133	565	0	7.2	13.6	.1	0	0	0	4.7	9	0	8.9	2.6	.99	.02	.13	.07	14	34	20	0	20	0	37	0	.03	.22	1.1	1.1	.1	.1	.8	7	.5	3	46	171	126	13	109	.1	0	.1	.03	.6	97	31	.09	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	RICE WHITE IN SEMI SKIMMED MILK	R	100	9D	1	Grams	 	 	1	79.8	.7	7.84	4.6	2	12.2	83	350	0	7.8	4.5	.1	0	0	0	4.5	0	0	0	1.25	.47	.01	.08	.08	8	17	8	0	8	0	18	0	.04	.23	1	1.1	.1	.1	.8	4	.5	2	49	184	137	14	119	.1	0	.1	.02	.6	103	21	.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	WHITE RICE SEMI SKIMMED MILK AND SUGAR	R	100	9D	1	Grams	 	 	1	72.7	.7	7.83	4.3	1.9	20.3	111	468	0	7.2	13.1	.1	0	0	0	4.2	9	0	8.9	1.16	.44	.01	.08	.07	7	16	7	0	7	0	17	0	.03	.21	.9	1.1	.1	.1	.7	4	.5	2	46	172	128	13	111	.1	0	.1	.03	.6	95	19	.09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	RICE WHITE BOILED IN SKIMMED MILK	R	100	9D	1	Grams	 	 	1	81.4	.7	7.84	4.6	.4	13.4	72	307	0	7.8	5.6	.1	0	0	0	5.6	0	0	0	.22	.1	0	.04	.01	5	0	10	0	10	0	2	0	.04	.25	1.1	1.1	0	.1	.9	13	.5	2	53	191	143	16	118	.1	0	.1	.02	.7	105	24	.11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	RICE WHITE SKIMMED MILK AND SUGAR	R	100	9D	1	Grams	 	 	1	74.1	.7	7.83	4.3	.4	21.4	101	429	0	7.2	14.2	.1	0	0	0	5.2	9	0	8.9	.2	.1	0	.03	.01	4	0	10	0	10	0	2	0	.03	.23	1.1	1.1	0	.1	.8	12	.5	2	49	178	134	15	110	.1	0	.1	.03	.7	98	22	.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	SAVOURY RICE DRY	F	100	1F	1	Grams	 	Updated for NDNS rolling programme using flours and grains analytical data, sample 25.  NK 23/1/07. Updated for NDNS RP yr2 08/04/10 EF	1	6.2	1.3	5.95	8	2.7	78.4	350	1490	0	71.6	6.7	3.6	.9	1.1	0	1.4	3.3	0	5.9	.91	1.03	.03	.5	.13	1	0	554	131	461	54	92	0	.33	.21	4.9	5.4	1.2	.2	0	48	.6	5	1231	373	40	42	216	1	0	1	.24	1.2	1802	3	1.02	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	RICE SAVOURY (RECONSTITUTED)	F	100	1F	1	Grams	 	mw6 21-updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data, sample 26.  NK 23/1/07-Updated using manufacturers data (22 products, 5 brands) 22/03/2016 NZ	1	59	.6	5.95	3.1	1.1	30.8	138	586	0	28.7	2.1	1.7	.3	.3	0	.5	1	0	1.9	.4	.3	.01	.24	.06	0	0	159	33	133	18	26	0	.2	.09	3.6	.7	.5	.1	0	22	.5	2	190	154	28	18	92	.5	0	.5	.14	.5	294	3	.44	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	SAGO DRIED	F	100	1R	1	Grams	 	 	1	12.6	0	5.7	.2	.2	94	355	1515	0	94	0	.7	0	0	0	0	0	0	0	.04	.06	0	.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	10	3	29	1.2	0	1.2	.03	1.3	13	2	.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	SEMOLINA DRY	F	100	1R	1	Grams	 	Updated for NDNS rolling programme using flours and grains analytical data, sample 50.  NK 24/1/07	1	13.1	1.9	5.7	10.6	1.6	77.9	348	1484	0	77.3	.6	2.9	0	0	.1	0	.4	0	0	.23	.16	.03	.61	0	0	0	0	0	0	0	0	0	.13	.05	4.1	0	.4	.1	0	29	.7	2	1	214	22	34	161	1.3	0	1.3	.24	1	49	0	.55	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	TAPIOCA DRY	F	100	1R	1	Grams	 	 	1	12.2	.1	5.7	.4	.1	95	359	1531	0	95	0	.5	0	0	0	0	0	0	0	.02	.03	0	.04	0	0	0	0	0	0	0	0	0	0	0	.1	0	0	0	0	0	0	0	4	20	8	2	30	.3	0	.3	.07	1.3	13	14	.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	DUMPLINGS MADE WITH ANIMAL SUET	R	100	1R	1	Grams	 	 	1	59.9	.5	6.09	2.7	11.7	25.4	211	886	0	25.2	.2	1.2	0	0	0	0	.2	0	0	6.43	3.81	.07	.22	.52	11	7	10	0	10	0	8	0	.06	.01	1	0	.4	0	0	2	.1	1	405	52	39	7	119	.6	0	.6	.04	.2	476	1	.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	RICE MILK SUGAR AND BUTTER	R	100	9D	1	Grams	 	 	1	67.7	.6	7.76	4	8.1	19.9	163	689	0	6.9	13	.1	0	0	0	4.5	8.5	0	8.5	5.07	1.92	.06	.22	.22	24	80	50	0	50	0	88	.05	.03	.21	1.1	1	.2	.1	.7	7	.5	3	75	163	120	12	105	.1	0	.1	.02	.5	147	31	.08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	EGG FRIED RICE INCLUDING TAKEAWAY	F	100	1G	1	Grams	 	nutrient analysis of ethnic takeaway foods, aspland and james 97, samp 23.  Updated for NDNS rolling programme using flours and grains analytical data, sample 32 NK 23/1/07. Food group amended 08/11/10 EF	1	57.5	.7	5.95	4.4	5.9	33.3	196	826	0	33.3	0	2.8	0	0	0	0	0	0	0	.8	2.91	.28	1.64	.04	54	0	24	0	24	0	4	0	.11	.06	3.1	0	2.1	.1	0	5	.4	2	412	91	30	13	79	.4	0	.4	.1	.5	554	3	.33	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	MILLET DRY	F	100	1R	1	Grams	 	 	1	12.1	1.9	5.7	10.6	3.9	70.7	343	1456	0	69.6	1.1	2.5	0	0	0	0	.8	.3	0	.99	.93	.13	1.77	0	0	0	0	0	0	0	0	0	.73	.38	2.3	0	1.4	.8	0	42	1.2	5	3	430	20	170	311	6.8	0	6.8	.85	1.8	15	3	1.63	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	ALL-BRAN LOAF	R	100	8E	1	Grams	CCP 1988 code 189.	 	1	26.6	.8	6.55	5	1.9	59.6	261	1111	0	16.1	43.5	5.2	10.9	10.8	.2	1.3	20.3	0	20.1	.89	.35	.06	.33	.02	4	9	16	0	16	0	12	.46	.18	.21	2.6	.4	.7	.3	.4	43	.3	3	77	478	77	48	154	2.3	0	2.3	.33	1.2	135	9	1.15	4	0	29.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	BROWN BREAD NO ADDED BRAN	F	100	59R	1	Grams	Updated from 3 products from 3 brands 16.06.11 RS.	Nutrient analysis of Bread. LGC 1999. Sample 12. All macronutrient data and NaCl updated RP update 16.06.11 RS.  Na revised in line with MW7 GS Jan 2014. NaCl revised FoB & 2 prod 2 brands 28/10/15 NP	1	41.2	1.7	5.7	9.5	2.6	46.3	235	1000	0	41.7	4.6	5	0	.4	4.1	0	0	.1	3.8	.5	.78	.13	1.05	.04	0	0	0	0	0	0	0	0	.22	.07	4.9	0	0	.2	0	45	.5	3	360	216	186	45	157	2.2	0	2.2	.17	1.3	660	6	1.14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	BROWN BREAD FRIED BLEND OIL	R	100	59R	1	Grams	 	 	1	28.8	1.2	5.86	6.7	31.8	32.4	434	1809	0	29.2	3.2	3.5	0	.3	2.9	0	0	.1	2.7	3.85	16.51	2.04	7.71	.03	0	0	0	0	0	0	0	0	.15	.05	3.4	0	6.7	.1	0	32	.3	2	252	151	130	32	110	1.5	0	1.5	.12	.9	462	7	.8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	BROWN BREAD FRIED IN PUFA OIL	R	100	59R	1	Grams	 	 	1	28.8	1.2	5.86	6.7	30	32.4	419	1743	0	29.2	3.2	3.5	0	.3	2.9	0	0	.1	2.7	3.95	7.71	.92	17.24	.03	0	0	0	0	0	0	0	0	.15	.05	3.4	0	8.3	.1	0	32	.3	2	252	151	130	32	110	1.6	0	1.6	.12	.9	462	4	.8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	BROWN BREAD FRIED IN DRIPPING	R	100	59R	1	Grams	 	 	1	29.1	1.2	5.86	6.7	31.5	32.4	432	1799	0	29.2	3.2	3.5	0	.3	2.9	0	0	.1	2.7	16.08	11.11	.27	1.22	1.35	28	0	0	0	0	0	0	0	.15	.05	3.4	0	.1	.1	0	32	.3	2	254	152	131	32	114	1.6	0	1.6	.14	.9	463	6	.8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	BROWN BREAD FRIED IN LARD	R	100	59R	1	Grams	 	 	1	29.1	1.2	5.86	6.7	31.5	32.4	432	1799	0	29.2	3.2	3.5	0	.3	2.9	0	0	.1	2.7	12.53	13.44	.24	3.4	.03	28	0	0	0	0	0	0	0	.15	.05	3.4	0	.3	.1	0	32	.3	2	253	152	131	32	111	1.6	0	1.6	.13	.9	463	4	.8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	BROWN BREAD TOASTED	R	100	59R	1	Grams	 	 	1	27.4	2.1	7.04	11.7	3.2	57.2	290	1234	0	51.5	5.7	6.2	0	.5	5.1	0	0	.1	4.7	.62	.96	.16	1.3	.05	0	0	0	0	0	0	0	0	.23	.09	6	0	0	.2	0	56	.6	4	444	267	230	56	194	2.7	0	2.7	.21	1.6	815	7	1.41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	FRUIT LOAF, PURCHASED	F	100	8D	1	Grams	RP Yr 1 update based on manufacturers' data (11 products).	NDNS RP Yr 1 update GH (April 08). Updated micronutrients for NDNS RP YR2 (MS) 29/06/09 using analytical data from N10039/34 (fruit cake).- NDNS RP Yr8 update TH 20/12/2016. Yr10 Updated Oct 2018	1	31.3	1.3	5.7	7.3	4.3	57.1	282	1197	0	34.8	22.4	3.1	9.8	10.5	1.9	.2	0	0	5.4	.7	2.02	.07	.99	.07	15	39	0	0	0	0	39	0	.09	.06	1.9	0	1.5	.1	.1	8	.6	5	248	340	144	39	212	3.1	0	3.1	.35	.7	201	11	.36	3	0	26.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	FRUIT LOAF PURCHASED, TOASTED	R	100	8D	1	Grams	 	NDNS RP Yr 1 update GH. Changed name and converted to recipe. Water loss from MW6 toasted teacakes.	1	23.7	1.4	6.33	8.3	3.9	61.3	298	1267	0	36.1	25.1	3.3	11	11.7	2.1	.2	0	0	6	1.11	1.56	.06	.77	.06	13	43	0	0	0	0	43	0	.1	.07	2	0	1.7	.1	.2	9	.6	6	288	378	160	43	236	3.4	0	3.4	.39	.8	233	12	.4	3	0	26.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	WHEATGERM BREAD EG HOVIS WHEATGERM BREAD	F	100	59R	1	Grams	 	Nutrient analusis of bread. LCG 1999. Sample 13. Code updated for NDNS rolling prog pilot study.  5/12/06 NK.  Na revised in line with MW7. GS 13/01/14	1	39.7	1.9	5.7	11.1	3.1	39.6	221	938	0	35.8	3.8	5.7	.2	.6	2.9	0	0	.1	0	.72	.69	.12	.93	.03	0	0	0	0	0	0	0	0	.34	.1	6.1	0	.5	.1	0	38	.5	2	390	269	212	64	219	2.9	0	2.9	.26	2.3	700	22	2.05	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	WHEATGERM BREAD, TOASTED	R	100	59R	1	Grams	 	 	1	25.6	2.4	7.04	13.7	3.8	48.9	273	1158	0	44.2	4.7	7	.2	.7	3.6	0	0	.1	0	.89	.85	.15	1.15	.04	0	0	0	0	0	0	0	0	.36	.12	7.5	0	.6	.1	0	47	.6	2	481	332	262	79	270	3.6	0	3.6	.32	2.8	864	27	2.53	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	BREAD GRANARY	F	100	59R	1	Grams	Updated based on 4 products 2 brands 16.06.11 RS.	Nutrient analysis of Bread. LGC 1999. average of samples 10&11. Updated for RP pilot.  5/12/06 NK. Protein, fibres, energy and NaCl updated 16.06.11 RS	1	34.8	1.8	5.7	10.4	2.2	47.5	240	1019	0	44.5	3	5	.1	.4	2.4	0	0	.1	2.3	.55	.57	.08	.62	.02	0	0	0	0	0	0	0	0	.24	.09	5.1	0	.2	.2	0	87	1	1	400	191	209	39	138	2	0	2	.18	1.1	600	8	.82	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	GRANARY BREAD, TOASTED	R	100	59R	1	Grams	 	 	1	19.5	2.3	7.04	12.8	2.7	58.6	296	1258	0	54.9	3.7	6.2	.1	.5	3	0	0	.1	2.8	.68	.7	.1	.77	.02	0	0	0	0	0	0	0	0	.25	.11	6.3	0	.2	.2	0	107	1.2	1	494	236	258	48	170	2.5	0	2.5	.22	1.4	741	10	1.01	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	BREAD RYE	F	100	4R	1	Grams	BA Food group changed.	Nutrient analysis of bread. LGC 1999. Sample 34 BA NDNS Yr10 10.05.18. Yr10 Updated Oct 2018	1	39.2	.9	5.83	5.3	1	44	195	832	0	41.8	2.2	7.9	.9	.5	.7	0	0	0	0	.2	.28	.07	.27	.01	0	0	0	0	0	0	0	0	.06	.05	3	0	.7	.1	0	23	.5	6	418	252	23	51	172	1.9	0	1.9	.15	1.5	630	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	RYE BREAD, TOASTED	R	100	4R	1	Grams	 	 	1	24.9	1.1	7.2	6.2	2	55.1	248	1058	0	46.4	8.6	7.9	3.6	2.1	2.7	0	.1	.1	0	.22	.58	.15	.56	.01	0	0	0	0	0	0	0	0	.06	.06	3.6	0	.9	.1	0	28	.6	7	432	311	28	63	212	2.3	0	2.3	.19	1.9	651	0	1.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	BREAD PITTA WHITE	F	100	2R	1	Grams	Looked at for RP yr 5 p2 not updated NP 29/5/2013. Updated based on 6 products(Tesco,Sainsburys,Waitrose,Asda,DINO,Ocado)23/11/16 KT	Nutrient analysis of Bread. LGC 1999. Sample 20-Looked at for RP yr 5 p2 no nutrients NP 29/5/2013. Na revised in line with MW7 13/01/14. NaCl revised-6 products 6 brands. SK 28/10/2015	1	31.4	1.6	5.7	9.2	1	56.5	258	1097	0	54	2.5	2.3	.4	.4	1.7	0	0	0	0	.18	.2	.03	.29	.01	0	0	0	0	0	0	0	0	.34	.08	4.4	0	.2	.2	0	20	.4	2	296	178	138	22	99	1.9	0	1.9	.12	.8	474	19	.48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	BREAD PITTA WHOLEMEAL	F	100	3R	1	Grams	 	NaCl revised- 6 products, 6 brands. SK 28/10/15	1	32.7	1.6	5.83	9.2	1.2	57.9	265	1127	0	55.5	2.4	6.4	1.9	0	0	0	.5	0	0	.33	.3	.04	.44	.03	0	0	0	0	0	0	0	0	.24	.05	3.3	0	.2	.1	0	21	.6	6	360	110	48	24	92	2.7	0	2.7	.21	1.8	650	5	.44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	BREAD VIT-BE	F	100	59R	1	Grams	 	 	1	37.5	1.7	5.7	9.7	3.1	43.4	229	974	0	40.4	3	4.4	2.3	0	0	0	.7	0	2.5	.87	.7	.13	1.15	.08	0	0	0	0	0	0	0	0	.23	.1	3.7	0	.6	.2	0	53	.3	2	550	180	150	52	170	2.1	0	2.1	.18	1.7	950	22	1.7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	VITBE BREAD TOASTED NOT VITBE HI BRAN	R	100	59R	1	Grams	 	 	1	19.9	2.2	7.31	12.4	4	55.6	294	1249	0	51.8	3.8	5.6	2.9	0	0	0	.9	0	3.2	1.12	.9	.17	1.47	.1	0	0	0	0	0	0	0	0	.25	.13	4.7	0	.8	.3	0	68	.4	3	705	231	192	67	218	2.7	0	2.7	.23	2.2	1218	28	2.18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
