FoodNumber	FoodGroupCode	FoodName	FoodCategory	Base	Units	Description	Dilution	Comment	EdiblePortion	ACAR	ALCO	BCAR	BCRYPT	BIOT	CA	CHO	CHOL	CL	CMON	CN3	CN6	CU	ENGFIB	FAT	FE	FOLT	FRUCT	GLUC	HFE	I	K	KCALS	KJ	LACT	MALT	MG	MILK	MN	NA	NCF	NHFE	NIACEQU	NMILK	OSUG	P	PANTO	PROT	RET	RIBO	SATFA	SE	STAR	SUCR	THIA	TOTCAR	TOTNIT	TOTSUG	TRANS	VITA	VITB12	VITB6	VITC	VITD	VITE	WATER	ZN	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
49	1G	RICE, BROWN, BOILED	F	100	Grams	 	1	27/08/04 Updated with MW6 BH. Updated for NDNS rolling programme using flours and grains analytical data, sample 14.  NK 23/1/07	1	0	0	0	0	2	17	29.2	0	35	.3	.01	.3	.08	.9	.9	.5	7	0	0	0	0	62	132	563	0	0	48	.1	.92	4	5.95	.5	3.2	0	0	125	.3	3.6	0	0	.17	4	29	.1	.11	0	.6	.1	0	0	0	.1	0	0	.1	67	.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	1G	RICE BROWN FRIED IN BLENDED OIL	R	100	Grams	 	1	 	1	0	0	0	0	2	15	25.6	0	31	9.6	1.15	4.34	.07	.8	18.3	.4	6	0	0	0	2	54	274	1142	0	0	42	.1	.81	4	6.32	.4	2.8	0	0	110	.3	3.2	0	0	2.2	4	25.4	.1	.1	0	.5	.1	0	0	0	.1	0	0	4	53.5	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	1G	RICE BROWN FRIED IN DRIPPING	R	100	Grams	 	1	 	1	0	0	0	0	2	15	25.6	16	31	6.44	.11	.55	.08	.8	18.2	.5	6	0	0	0	1	55	272	1136	0	0	42	.1	.81	4	6.32	.5	2.8	0	0	112	.3	3.2	0	0	9.35	4	25.4	.1	.1	0	.5	.1	.77	0	0	.1	0	0	.1	53.7	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	1G	RICE BROWN FRIED IN LARD	R	100	Grams	 	1	 	1	0	0	0	0	2	15	25.6	16	31	7.81	.1	1.82	.07	.8	18.2	.5	6	0	0	0	0	55	272	1136	0	0	42	.1	.81	4	6.32	.5	2.8	0	0	110	.3	3.2	0	0	7.27	4	25.4	.1	.1	0	.5	.1	0	0	0	.1	0	0	.3	53.7	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	1G	RICE BROWN FRIED IN PUFA OIL	R	100	Grams	 	1	 	1	0	0	0	0	2	15	25.6	0	31	4.45	.49	9.92	.07	.8	18.3	.5	6	0	0	0	0	54	274	1142	0	0	42	.1	.81	4	6.32	.5	2.8	0	0	110	.3	3.2	0	0	2.61	4	25.4	.1	.1	0	.5	.1	0	0	0	.1	0	0	4.9	53.5	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	1G	RICE WHITE EASY COOK DRIED	F	100	Grams	 	1	mw6 23  updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data sample 7.  NK 19/1/07	1	0	0	0	0	3	23	86.4	0	61	.32	.01	.35	.27	1.1	1.1	.4	18	0	0	0	2	156	362	1542	0	0	27	4	.92	2	5.95	.4	6	0	4	159	.8	7	0	0	.23	19	82.3	0	.21	0	1.2	4	0	0	0	.2	0	0	0	11.5	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	1G	WHITE RICE EASY COOK BOILED	F	100	Grams	 	1	mw6 24  updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data, sample 8.  NK 24/1/07	1	0	0	0	0	1	20	34.7	0	88	.13	0	.14	.09	0	.4	.1	6	0	0	0	1	18	146	622	0	0	7	0	.25	6	5.95	.1	1.6	0	0	39	.3	3	0	0	.09	7	34.7	0	.05	0	.5	0	0	0	0	.1	0	0	0	67	.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	1G	RICE FLAKES DRIED	F	100	Grams	 	1	 	1	0	0	0	0	3	20	77.7	0	27	.3	0	.42	.18	.5	1.2	8	20	0	.1	0	14	110	329	1400	0	0	13	.2	.87	6	5.95	8	5.5	0	0	100	.6	6.6	0	.05	.26	10	77.5	.1	.21	0	1.1	.2	0	0	0	.3	0	0	.1	12.6	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	1G	RICE WHITE LONG GRAIN POLISHED DRIED	F	100	Grams	 	1	Updated for NDNS rolling programme using flours and grains analytical data sample 5.  NK 19/1/07	1	0	0	0	0	2	16	85.1	0	46	.27	0	.27	.18	.9	1	.3	14	0	0	0	0	87	354	1510	0	0	25	.2	1.05	1	5.95	.3	3.3	0	0	117	.4	6.7	0	0	.25	13	84.8	.2	.12	0	1.1	.2	0	0	0	.1	0	0	0	11.3	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	1G	RICE WHITE LONG POLISHED BOILED	F	100	Grams	 	1	Updated for NDNS rolling programme using flours and grains analytical data sample 6.  NK 19/1/07	1	0	0	0	0	1	8	31.1	0	84	.12	0	.12	.07	0	.4	0	4	0	0	0	0	12	131	560	0	0	5	0	.29	11	5.95	0	1.2	0	0	28	.2	2.8	0	0	.11	5	31.1	0	0	0	.5	0	0	0	0	0	0	0	0	68.2	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	1G	RICE WHITE FRIED BLENDED OIL	R	100	Grams	 	1	 	1	0	0	0	0	1	7	27.3	0	74	9.44	1.14	4.19	.06	0	17.9	0	4	0	0	0	2	11	273	1140	0	0	4	0	.25	10	6.32	0	1.1	0	0	25	.2	2.5	0	0	2.14	4	27.3	0	0	0	.4	0	0	0	0	0	0	0	3.9	54.6	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	1G	RICE WHITE WITH PUFA OIL	R	100	Grams	 	1	 	1	0	0	0	0	1	7	27.3	0	74	4.29	.49	9.76	.06	0	17.9	0	4	0	0	0	0	11	273	1140	0	0	4	0	.25	10	6.32	0	1.1	0	0	25	.2	2.5	0	0	2.56	4	27.3	0	0	0	.4	0	0	0	0	0	0	0	4.8	54.6	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	1G	WHITE RICE FRIED IN DRIPPING	R	100	Grams	 	1	 	1	0	0	0	0	1	7	27.3	16	74	6.28	.11	.39	.08	0	17.7	0	4	0	0	0	1	11	271	1134	0	0	4	0	.25	11	6.32	0	1.1	0	0	27	.2	2.5	0	0	9.29	4	27.3	0	0	0	.4	0	.77	0	0	0	0	0	.1	54.7	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	1G	RICE WHITE FRIED IN LARD	R	100	Grams	 	1	 	1	0	0	0	0	1	7	27.3	16	74	7.65	.09	1.66	.06	0	17.7	0	4	0	0	0	0	11	271	1134	0	0	5	0	.25	10	6.32	0	1.1	0	0	25	.2	2.5	0	0	7.22	4	27.3	0	0	0	.4	0	0	0	0	0	0	0	.2	54.7	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	9D	RICE WHITE BOILED IN MILK	R	100	Grams	 	1	 	1	0	0	22	0	3	135	12.8	15	104	1.06	.02	.14	.02	.1	4.5	.1	7	0	0	0	33	183	107	454	5	0	14	5	.1	49	7.84	.1	1.2	0	0	118	.6	4.4	36	.24	2.79	2	7.8	0	.04	22	.7	5	.08	40	.8	.1	1.1	0	.1	77.4	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	9D	RICE WHITE MILK AND SUGAR	R	100	Grams	 	1	 	1	0	0	20	0	3	126	20.9	14	97	.99	.02	.13	.03	.1	4.2	.1	7	0	0	0	31	171	133	565	4.7	0	13	4.7	.09	46	7.83	.1	1.1	8.9	0	109	.5	4.1	34	.22	2.6	2	7.2	9	.03	20	.7	13.6	.07	37	.8	.1	1.1	0	.1	70.5	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	9D	RICE WHITE IN SEMI SKIMMED MILK	R	100	Grams	 	1	 	1	0	0	10	0	3	167	13.2	10	124	.57	.01	.09	.02	.1	2.5	.1	5	0	0	0	25	223	94	396	5.4	0	16	5.5	.1	60	9.44	.1	1.2	0	0	143	.6	5.5	21	.28	1.51	1	7.8	0	.04	10	.9	5.5	.1	23	.9	.1	1.4	0	.1	77.1	.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	9D	WHITE RICE SEMI SKIMMED MILK AND SUGAR	R	100	Grams	 	1	 	1	0	0	9	0	3	156	21.2	9	116	.53	.01	.09	.03	.1	2.3	.1	5	0	0	0	23	208	121	512	5.1	0	15	5.1	.09	56	9.32	.1	1.1	8.9	0	133	.6	5.1	19	.26	1.41	1	7.2	9	.04	9	.8	14	.09	21	.9	.1	1.3	0	.1	70.2	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	9D	RICE WHITE BOILED IN SKIMMED MILK	R	100	Grams	 	1	 	1	0	0	10	0	2	143	13.4	5	105	.1	0	.04	.02	.1	.4	.1	13	0	0	0	24	191	72	307	5.6	0	16	5.6	.11	53	7.84	.1	1.1	0	0	118	.5	4.6	0	.25	.22	2	7.8	0	.04	10	.7	5.6	.01	2	.9	.1	1.1	0	0	81.4	.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	9D	RICE WHITE SKIMMED MILK AND SUGAR	R	100	Grams	 	1	 	1	0	0	10	0	2	134	21.4	4	98	.1	0	.03	.03	.1	.4	.1	12	0	0	0	22	178	101	429	5.2	0	15	5.2	.1	49	7.83	.1	1.1	8.9	0	110	.5	4.3	0	.23	.2	2	7.2	9	.03	10	.7	14.2	.01	2	.8	.1	1.1	0	0	74.1	.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	1F	SAVOURY RICE DRY	F	100	Grams	 	1	Updated for NDNS rolling programme using flours and grains analytical data, sample 25.  NK 23/1/07	1	131	0	461	54	5	40	83.3	1	1802	1.03	.03	.5	.24	3	2.7	1	48	1.1	.9	0	3	373	369	1570	1.4	0	42	5.8	1.02	1231	5.95	1	4.9	5.8	4.9	216	.6	8	0	.21	.91	15	71.6	3.3	.33	554	1.3	11.6	.13	92	0	.2	5.4	0	1.2	6.2	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	1F	RICE SAVOURY (RECONSTITUTED)	F	100	Grams	 	1	mw6 21  updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data, sample 26.  NK 23/1/07	1	33	0	133	18	2	28	34	0	751	.5	.02	.3	.14	1.3	1.4	.5	22	.5	.5	0	3	154	155	659	.8	0	18	1.6	.44	516	5.95	.5	3.6	1.6	0	92	.5	3.7	0	.09	.46	6	30.8	1.4	.2	159	.6	3.2	.06	26	0	.1	.7	0	.5	59	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	1R	SAGO DRIED	F	100	Grams	 	1	 	1	0	0	0	0	0	10	94	0	13	.06	0	.08	.03	.5	.2	1.2	0	0	0	0	2	5	355	1515	0	0	3	0	.11	3	5.7	1.2	0	0	0	29	0	.2	0	0	.04	0	94	0	0	0	0	0	0	0	0	0	0	0	0	12.6	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	1R	SEMOLINA DRY	F	100	Grams	 	1	Updated for NDNS rolling programme using flours and grains analytical data, sample 50.  NK 24/1/07	1	0	0	0	0	2	22	77.9	0	49	.16	.03	.61	.24	2.4	1.6	1.3	29	0	0	0	0	214	348	1484	0	.1	34	.6	.55	1	5.7	1.3	4.1	0	0	161	.7	10.6	0	.05	.23	6	77.3	.4	.13	0	1.9	.6	0	0	0	.1	0	0	.4	13.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	1R	TAPIOCA DRY	F	100	Grams	 	1	 	1	0	0	0	0	0	8	95	0	13	.03	0	.04	.07	.4	.1	.3	0	0	0	0	14	20	359	1531	0	0	2	0	.11	4	5.7	.3	.1	0	0	30	0	.4	0	0	.02	0	95	0	0	0	.1	0	0	0	0	0	0	0	0	12.2	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	1R	DUMPLINGS MADE WITH ANIMAL SUET	R	100	Grams	 	1	 	1	0	0	10	0	1	39	25.4	11	476	3.81	.07	.22	.04	1.1	11.7	.6	2	0	0	0	1	52	211	886	0	0	7	.2	.2	405	6.09	.6	1	0	0	119	.1	2.7	7	.01	6.43	1	25.2	.2	.06	10	.5	.2	.52	8	0	0	0	0	.4	59.9	.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	9D	RICE MILK SUGAR AND BUTTER	R	100	Grams	 	1	 	1	0	0	49	0	3	120	19.9	25	142	1.86	.05	.2	.02	.1	8.1	.1	7	0	0	0	31	164	163	689	4.5	0	12	4.5	.08	74	7.76	.1	1.1	8.5	0	105	.5	4	72	.21	5.11	2	6.9	8.5	.03	49	.6	13	.22	81	.7	.1	1	.04	.2	67.7	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1F	EGG FRIED RICE INCLUDING TAKEAWAY	F	100	Grams	 	1	nutrient analysis of ethnic takeaway foods, aspland and james 97, samp 23.  Updated for NDNS rolling programme using flours and grains analytical data, sample 32 NK 23/1/07	1	0	0	24	0	2	30	28.1	54	554	2.91	.28	1.64	.1	1.2	5.9	.4	5	0	0	0	3	91	177	745	0	0	13	0	.33	412	5.95	.4	3.1	0	0	79	.4	4.4	0	.06	.8	7	28.1	0	.11	24	.7	0	.04	4	0	.1	0	0	2.1	58.2	.5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	1R	MILLET DRY	F	100	Grams	 	1	 	1	0	0	0	0	5	20	70.7	0	15	.93	.13	1.77	.85	1.9	3.9	6.8	42	0	0	0	3	430	343	1456	0	0	170	1.1	1.63	3	5.7	6.8	2.3	0	.3	311	1.2	10.6	0	.38	.99	3	69.6	.8	.73	0	1.9	1.1	0	0	0	.8	0	0	1.4	12.1	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	8E	ALL-BRAN LOAF	R	100	Grams	 	1	 	1	0	0	16	0	3	76	59.6	4	183	.35	.06	.33	.33	4.6	1.9	2.3	43	10.8	10.9	0	9	483	261	1111	1.3	.2	48	12.4	1.15	108	6.55	2.3	3.1	30.9	0	160	.3	5	9	.22	.89	4	16.3	20.2	.2	16	.8	43.3	.02	12	.3	.3	.4	.44	.7	26.3	1.2	0	29.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	59R	BROWN BREAD NO ADDED BRAN	F	100	Grams	 	1	Nutrient analysis of Bread. LGC 1999. Sample 12	1	0	0	0	0	3	186	42.2	0	787	.43	.07	.58	.17	3.5	2	2.2	45	.3	0	0	6	216	208	883	0	3	45	3.4	1.14	443	5.7	2.2	4.9	0	.1	157	.5	7.9	0	.07	.43	4	38.7	0	.22	0	1.4	3.4	.02	0	0	.2	0	0	0	41.2	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	59R	BROWN BREAD FRIED BLEND OIL	R	100	Grams	 	1	 	1	0	0	0	0	2	130	29.5	0	551	16.26	2	7.38	.12	2.5	31.4	1.5	32	.2	0	0	7	151	415	1727	0	2.1	32	2.4	.8	310	5.86	1.5	3.4	0	.1	110	.3	5.5	0	.05	3.8	3	27.1	0	.15	0	1	2.4	.01	0	0	.1	0	0	6.7	28.8	.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	59R	BROWN BREAD FRIED IN PUFA OIL	R	100	Grams	 	1	 	1	0	0	0	0	2	130	29.5	0	551	7.46	.88	16.91	.12	2.5	31.4	1.6	32	.2	0	0	4	151	415	1727	0	2.1	32	2.4	.8	310	5.86	1.6	3.4	0	.1	110	.3	5.5	0	.05	4.51	3	27.1	0	.15	0	1	2.4	.01	0	0	.1	0	0	8.3	28.8	.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	59R	BROWN BREAD FRIED IN DRIPPING	R	100	Grams	 	1	 	1	0	0	0	0	2	131	29.5	28	552	10.87	.23	.89	.14	2.5	31.1	1.6	32	.2	0	0	6	152	413	1717	0	2.1	32	2.4	.8	312	5.86	1.6	3.4	0	.1	114	.3	5.5	0	.05	16.03	3	27.1	0	.15	0	1	2.4	1.33	0	0	.1	0	0	.1	29.1	.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	59R	BROWN BREAD FRIED IN LARD	R	100	Grams	 	1	 	1	0	0	0	0	2	131	29.5	28	552	13.2	.2	3.07	.13	2.5	31.1	1.6	32	.2	0	0	4	152	413	1717	0	2.1	32	2.4	.8	311	5.86	1.6	3.4	0	.1	111	.3	5.5	0	.05	12.48	3	27.1	0	.15	0	1	2.4	.01	0	0	.1	0	0	.3	29.1	.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	59R	BROWN BREAD TOASTED	R	100	Grams	 	1	 	1	0	0	0	0	4	230	52.1	0	972	.53	.09	.72	.21	4.3	2.5	2.7	56	.4	0	0	7	267	257	1090	0	3.7	56	4.2	1.41	547	7.04	2.7	6	0	.1	194	.6	9.8	0	.09	.53	4	47.8	0	.23	0	1.7	4.2	.02	0	0	.2	0	0	0	27.4	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	8D	FRUIT LOAF, PURCHASED	F	100	Grams	RP Yr 1 update based on manufacturers' data (11 products).	1	NDNS RP Yr 1 update GH. Changed name, amended water, macronutrients, energy, sugars, fatty acids, NaCl (April 08).	1	0	0	0	0	1	86	55.2	12	610	1.4	.05	.69	.32	2.5	3.5	1.6	19	10.5	9.9	0	29	220	269	1140	.2	1.9	26	12.4	.43	370	5.7	1.6	3	10.2	0	93	.3	7.5	0	.09	1	3	32.5	0	.19	0	1.3	22.6	.05	0	0	.1	0	0	0	31.3	.7	0	26.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	8D	FRUIT LOAF PURCHASED, TOASTED	R	100	Grams	 	1	NDNS RP Yr 1 update GH. Changed name and converted to recipe. Water loss from MW6 toasted teacakes.	1	0	0	0	0	1	96	61.3	13	678	1.56	.06	.77	.36	2.8	3.9	1.8	21	11.7	11	0	32	244	299	1267	.2	2.1	29	13.8	.48	411	6.33	1.8	3.3	11.3	0	103	.3	8.3	0	.1	1.11	3	36.1	0	.21	0	1.5	25.1	.06	0	0	.1	0	0	0	23.7	.8	0	26.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	59R	WHEATGERM BREAD EG HOVIS WHEATGERM BREAD	F	100	Grams	 	1	Nutrient analusis of bread. LCG 1999. Sample 13. Code updated for NDNS rolling prog pilot study.  5/12/06 NK.	1	0	0	0	0	2	212	39.6	0	700	.69	.12	.93	.26	4	3.1	2.9	38	.6	.2	0	22	269	221	938	0	2.9	64	3.8	2.05	490	5.7	2.9	6.1	0	.1	219	.5	11.1	0	.1	.72	12	35.8	0	.34	0	1.9	3.8	.03	0	0	.1	0	0	.5	39.7	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	59R	WHEATGERM BREAD, TOASTED	R	100	Grams	 	1	 	1	0	0	0	0	2	262	48.9	0	864	.85	.15	1.15	.32	4.9	3.8	3.6	47	.7	.2	0	27	332	273	1158	0	3.6	79	4.7	2.53	605	7.04	3.6	7.5	0	.1	270	.6	13.7	0	.12	.89	15	44.2	0	.36	0	2.4	4.7	.04	0	0	.1	0	0	.6	25.6	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	59R	BREAD GRANARY	F	100	Grams	 	1	Nutrient analysis of Bread. LGC 1999. average of samples 10&11. Code updated for NDNS rolling prog pilot study.  5/12/06 NK.	1	0	0	0	0	1	209	47.5	0	670	.57	.08	.62	.18	3.4	2.2	2	87	.4	.1	0	8	191	236	1005	0	2.4	39	3	.82	450	5.7	2	5.1	0	.1	138	1	9.6	0	.09	.55	6	44.5	0	.24	0	1.7	3	.02	0	0	.2	0	0	.2	34.8	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	59R	GRANARY BREAD, TOASTED	R	100	Grams	 	1	 	1	0	0	0	0	1	258	58.6	0	827	.7	.1	.77	.22	4.2	2.7	2.5	107	.5	.1	0	10	236	291	1241	0	3	48	3.7	1.01	556	7.04	2.5	6.3	0	.1	170	1.2	11.9	0	.11	.68	7	54.9	0	.25	0	2.1	3.7	.02	0	0	.2	0	0	.2	19.5	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	4R	BREAD RYE	F	100	Grams	 	1	Nutrient analysis of bread. LGC 1999. Sample 34	1	0	0	0	0	6	23	44.6	0	527	.47	.12	.45	.15	6.4	1.6	1.9	23	1.7	2.9	0	0	252	201	857	0	2.2	51	7	1.41	350	5.83	1.9	2.9	0	.1	172	.5	5	0	.05	.18	0	37.6	.1	.06	0	.9	7	.01	0	0	.1	0	0	.7	39.2	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	4R	RYE BREAD, TOASTED	R	100	Grams	 	1	 	1	0	0	0	0	7	28	55.1	0	651	.58	.15	.56	.19	7.9	2	2.3	28	2.1	3.6	0	0	311	248	1058	0	2.7	63	8.6	1.74	432	7.2	2.3	3.6	0	.1	212	.6	6.2	0	.06	.22	0	46.4	.1	.06	0	1.1	8.6	.01	0	0	.1	0	0	.9	24.9	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	2R	BREAD PITTA WHITE	F	100	Grams	 	1	Nutrient analysis of Bread. LGC 1999. Sample 20	1	0	0	0	0	2	138	55.1	0	644	.26	.04	.38	.12	2.4	1.3	1.9	20	.5	.5	0	19	178	255	1084	0	2	22	3	.48	439	5.7	1.9	4.4	0	0	99	.4	9.1	0	.08	.24	2	52.1	0	.34	0	1.6	3	.01	0	0	.2	0	0	.2	31.4	.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	3R	BREAD PITTA WHOLEMEAL	F	100	Grams	 	1	 	1	0	0	0	0	6	48	57.9	0	830	.3	.04	.44	.21	5.2	1.2	2.7	21	0	1.9	0	5	110	265	1127	0	0	24	2.4	.44	460	5.83	2.7	3.3	0	0	92	.6	9.2	0	.05	.33	2	55.5	.5	.24	0	1.6	2.4	.03	0	0	.1	0	0	.2	32.7	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	59R	BREAD VIT-BE	F	100	Grams	 	1	 	1	0	0	0	0	2	150	43.4	0	950	.7	.13	1.15	.18	3.3	3.1	2.1	53	0	2.3	0	22	180	229	974	0	0	52	3	1.7	550	5.7	2.1	3.7	0	0	170	.3	9.7	0	.1	.87	5	40.4	.7	.23	0	1.7	3	.08	0	0	.2	0	0	.6	37.5	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	59R	VITBE BREAD TOASTED NOT VITBE HI BRAN	R	100	Grams	 	1	 	1	0	0	0	0	3	192	55.6	0	1218	.9	.17	1.47	.23	4.2	4	2.7	68	0	2.9	0	28	231	294	1249	0	0	67	3.8	2.18	705	7.31	2.7	4.7	0	0	218	.4	12.4	0	.13	1.12	6	51.8	.9	.25	0	2.2	3.8	.1	0	0	.3	0	0	.8	19.9	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	2R	BREAD, WHITE SLICED, NOT FORTIFIED	F	100	Grams	 	1	Nutrient analysis of bread. LCG 1999. average of sample 1&2.  NB: IMS value corrected for Adults mainstage W4 NDB. 23/1/02.  Discussed with GS. (3.1 corrected to 3.0). Code updated for NDNS rolling prog pilot study.  14/12/06 NK.	1	0	0	0	0	1	177	46.6	0	750	.4	.06	.58	.17	1.9	2	1.6	24	.2	0	0	4	137	224	954	0	2.8	24	3	.49	450	5.7	1.6	3.7	0	0	98	.4	8.1	0	.07	.36	6	43.5	0	.24	0	1.4	3	.02	0	0	.1	0	0	.2	38.5	.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	2R	BREAD WHITE CRUSTY	F	100	Grams	 	1	Nutrient analysis of bread. LGC 1999. average of samples 4-6	1	0	0	0	0	3	172	50.6	0	812	.4	.05	.52	.12	2.1	1.9	1.3	24	.1	0	0	4	135	243	1034	0	2.7	19	2.8	.46	545	5.7	1.3	3.5	0	0	89	.4	9.1	0	.06	.46	5	47.8	0	.2	0	1.6	2.8	.05	0	0	.1	0	0	.2	36.5	.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
