"Marine Scotland Site ID","Date Registered","Site Name","National Grid Reference","Local Authority","Producing in Last 3 Years","Site Address 1","Site Address 2","Site Address 3","Site Post Code","Site Contact Number","Aquaculture Type","Water Type","Health Surveillance","Easting","Northing","MS Management Area","Region","Operator","Species"
"FS0666","05-Sep-1991","Burrastow","HU227477","Shetland","Yes","Burrastow Shorebase","Walls","","ZE2 9PD","","Fish","Seawater","Medium","422700","1147700","3b - Gruting, Vaila, Walls","Shetland","Cooke Aquaculture Scotland Ltd","N/A, Lumpsucker, Atlantic Salmon, Wrasse"
"SS0671","23-May-2002","Busta Voe","HU347662","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","434700","1166200","4a - South St Magnus Bay","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"FS0252","01-Nov-1991","Cairidh","NG554286","Highland","Yes","Caol Mhor, Maol Ban","Sconser","","IV48 8TD","","Fish","Seawater","Medium","155400","828600","11b - Sound of Raasay, Ainort, Scalpay","Highland","Mowi Scotland Ltd","Wrasse, N/A, Atlantic Salmon, Lumpsucker"
"FS0323","29-Apr-1998","Cairndow Hatchery","NN179107","Argyll and Bute","Yes","Ardkinglas Estate","","","PA26 8BH","","Fish","Freshwater","Medium","217900","710700","Not in a management area","Strathclyde","Cooke Aquaculture (Freshwater) Ltd","Atlantic Salmon, N/A"
"FS0068","01-Jun-1994","Calva Bay (Calbha Beag)","NC156371","Highland","Yes","Badcall Salmon House","Scourie, Lairg","Sutherland","IV27 4TH","","Fish","Seawater","Low","215600","937100","9c - Badcall, Chairn Bhain, Eddrachillis","Highland","Loch Duart Ltd","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"FS0413","01-Jan-1988","Camas Glas","NM646589","Highland","Yes","Glenborrodale","Highland","Highland","PH36 4JP","","Fish","Seawater","Medium","164600","758900","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Mowi Scotland Ltd","Atlantic Salmon, Wrasse, N/A, Lumpsucker"
"SS0818","26-Apr-2010","Camas a Chuilinn","NN048693","Highland","Yes","Garvan Glen","Garvan","","PH33 7AW","","Shellfish","Seawater","Low","204800","769300","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Fass Fern Mussels","N/A, Common mussel"
"FS0049","20-Jun-1991","Camas an Eilean","NG756582","Highland","No","N/A","","","","","Fish","Seawater","Medium","175600","858200","Not in a management area","Highland","Bakkafrost Scotland","Atlantic Salmon, N/A"
"FS0014","20-Aug-1997","Camas na Gall (Loch Hourn)","NG884067","Highland","No","N/A","","","","","Fish","Seawater","","188400","806700","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"SS0633","09-Apr-2001","Camb","HU511919","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","451100","1191900","1b - S Unst, E Yell, Fetlar","Shetland","Seafield Mussels Ltd","Common mussel, N/A"
"SS0656","07-Mar-2002","Camus An Fhiasgain","NM723799","Highland","Yes","Roshven","Lochailort","Lochaber","-","","Shellfish","Seawater","Low","172300","779900","15c - Ailort","Highland","Arisaig Mussels","Common mussel, N/A"
"FS1291","05-Nov-2014","Caolas A Deas","NB362100","Western Isles","Yes","Lemreway Pier","South Lochs","","HS2 9RD","","Fish","Seawater","Low","136200","910000","5a - E Lewis","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A, Lumpsucker, Wrasse"
"FS0311","02-Mar-1992","Cargenglen","NX925754","Dumfries and Galloway","No","N/A","","","","","Fish","Freshwater","Low","292500","575400","Not in a management area","Dumfries & Galloway","Invicta Trout Ltd","N/A, Rainbow Trout"
"FS0757","01-Jun-1993","Carnassarie Hatchery","NM843012","Argyll and Bute","No","Kilmelford","","Argyll","PA34 4XA","","Fish","Freshwater","Low","184300","701200","Not in a management area","Strathclyde","Kames Fish Farming Ltd","N/A, Rainbow Trout"
"FS0390","01-Nov-1987","Carness Bay","HY469139","Orkney","Yes","Crowness Point","Hatston","Kirkwall, Orkney","KW15 1GP","","Fish","Seawater","Low","346900","1013900","8b - Central Orkney","Orkney","Cooke Aquaculture Scotland Ltd","N/A, Lumpsucker, Atlantic Salmon"
"FS0100","01-Jan-1993","Carse of Ae Trout Farm","NY023863","Dumfries and Galloway","Yes","Parkgate","","","DG1 3NE","","Fish","Freshwater","Medium","302300","586300","Not in a management area","Dumfries & Galloway","Brow Well Fisheries Ltd","Brook charr/ trout, Tiger trout, N/A, Rainbow Trout, Brown Trout and sea trout"
"FS0285","01-Sep-1991","Cassillis Mill","NS363143","South Ayrshire","Yes","Cassillis Mill","Dalrymple","","KA6 6BD","","Fish","Freshwater","Medium","236300","614300","Not in a management area","Strathclyde","River Doon Trout Co Ltd","Brown Trout and sea trout, N/A, Rainbow Trout"
"SS0621","23-Jan-2001","Catfirth 1","HU445535","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","444500","1153500","2b - SE Shetland mainland","Shetland","Blaaskjell Ltd","N/A, Common mussel"
"SS0623","23-Jan-2001","Catfirth 2","HU448533","Shetland","No","N/A","","","","","Shellfish","Seawater","","444800","1153300","","Shetland","Blaaskjell Ltd","N/A, Pacific Oyster"
"FS0561","10-Aug-1991","Ceann Dibig","NG155971","Western Isles","No","N/A","","","","","Fish","Seawater","","115500","897100","","Western Isles","Bakkafrost Scotland","Atlantic Salmon, N/A"
"FS0993","21-Mar-2000","Chalmers Hope","HY287013","Orkney","Yes","Lyness","Hoy","Orkney","KW16 3NT","","Fish","Seawater","Low","328700","1001300","8c - Scapa Flow","Orkney","Cooke Aquaculture Scotland Ltd","Lumpsucker, N/A, Atlantic Salmon"
"FS0398","01-Dec-1989","Clachan Hatchery","NF822433","Western Isles","Yes","Clachan Hatchery","Loch Carnan, South Uist","Western Isles","HS8 5PD","","Fish","Freshwater","Low","82200","843300","Not in a management area","Western Isles","Hebridean Smolts Ltd","Atlantic Salmon, N/A"
"FS0892","01-Jan-1997","Clachbreac","NR769759","Argyll and Bute","Yes","Clachbreac","Ormsary, Lochgilphead","Argyll","PA31 8NZ","","Fish","Freshwater","Medium","176900","675900","Not in a management area","Strathclyde","Landcatch Natural Selection Ltd","Rainbow Trout, Atlantic Salmon, N/A"
"FS0933","30-Oct-1997","Clashnessie Bay","NC083336","Highland","Yes","Badcall Salmon House","Scourie, Lairg","Sutherland","IV27 4TH","","Fish","Seawater","Low","208300","933600","9c - Badcall, Chairn Bhain, Eddrachillis","Highland","Loch Duart Ltd","N/A, Lumpsucker, Wrasse, Atlantic Salmon"
"FS1095","17-Aug-2006","Cliff Site","HP601115","Shetland","Yes","c/o Quoys Hatchery","Haroldswick, Unst","","ZE2 9DW","","Fish","Freshwater","Low","460100","1211500","Not in a management area","Shetland","Cooke Aquaculture Scotland Ltd","N/A, Atlantic Salmon"
"SS0803","23-Oct-2008","Clifts Ronas Voe","HU315809","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","431500","1180900","4b - Ronas Voe","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"SS0684","29-Apr-2003","Clitasay","NB134335","Western Isles","Yes","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","113400","933500","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"FS0088","30-Oct-1985","Cloudin","HU233475","Shetland","Yes","Burrastow Shorebase","Walls","","ZE2 9PD","","Fish","Seawater","Medium","423300","1147500","3b - Gruting, Vaila, Walls","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, Lumpsucker, Wrasse, N/A"
"FS0489","27-Feb-1991","Cole Deep","HU357632","Shetland","Yes","Gremista","Lerwick","","ZE1 0PX","","Fish","Seawater","Medium","435700","1163200","4a - South St Magnus Bay","Shetland","Scottish Sea Farms Ltd","Lumpsucker, N/A, Atlantic Salmon"
"SS0727","13-Oct-2004","Cole Ness Shellfish","HU354624","Shetland","Yes","Cole Ness","Gonfirth","Delting, Shetland","-","","Shellfish","Seawater","Medium","435400","1162400","4a - South St Magnus Bay","Shetland","Suthra Voe Shellfish","Common mussel, N/A"
"FS0378","01-Jan-1989","Coleness","HU364624","Shetland","No","N/A","","","","","Fish","Seawater","Medium","436400","1162400","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0461","23-Mar-1989","Collafirth 2","HU443697","Shetland","No","N/A","","","","","Fish","Seawater","","444300","1169700","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0999","16-Aug-2000","Collafirth 3","HU454705","Shetland","Yes","Hamnavoe","Lunnaness","Vidlin","ZE2 9QF","","Fish","Seawater","Medium","445400","1170500","2c - NE Shetland mainland","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"FS0394","23-Mar-1989","Collafirth I","HU433692","Shetland","No","N/A","","","","","Fish","Seawater","","443300","1169200","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0052","17-Aug-1973","College Mill","NO067259","Perth and Kinross","Yes","College Mill Trout Farm","Almondbank","","PH1 3JY","","Fish","Freshwater","Medium","306700","725900","Not in a management area","Tayside","College Mill Trout Farm","N/A, Brown Trout and sea trout, Rainbow Trout"
"FS1296","09-Apr-2015","Colonsay","NR434968","Argyll and Bute","Yes","Stob Ban House","Glen Nevis Business Park","","PH33 6RX","","Fish","Seawater","Low","143400","696800","16e - Colonsay","Strathclyde","Mowi Scotland Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"SS0927","08-May-2019","Corgrain Point","NH610483","Highland","Yes","South by Southwest","Hights of Inchvannie","","IV14 9AE","","Shellfish","Seawater","Low","261000","848300","Not in a management area","Highland","Beauly Firth Oysters","Pacific Oyster, N/A"
"FS1287","28-May-2014","Corlarach","NG227523","Highland","Yes","Dunvegan Pier","Dunvegan","Skye","IV55 8WF","","Fish","Seawater","Low","122700","852300","12b - Dunvegan","Highland","Loch Duart Ltd","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"SS0425","21-Jul-1988","Cormorant Point","NC249534","Highland","Yes","South East Shore","Loch Inchard","West Sutherland","-","","Shellfish","Seawater","Medium","224900","953400","9b - Laxford","Highland","Norman Ross","Common mussel, N/A"
"SS0746","23-Aug-2005","Corr Eilean - Loch Beag","NM726833","Highland","Yes","Loch Beag","West Lochaber","","-","","Shellfish","Seawater","Low","172600","783300","15c - Ailort","Highland","Arisaig Mussels","N/A, Common mussel"
"SS0846","08-Aug-2012","Corran Mor","NB103339","Western Isles","No","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","110300","933900","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"FS0057","20-Sep-1984","Corry Farm","NH155905","Highland","Yes","Ardmair","","","IV26 2TN","","Fish","Seawater","Low","215500","890500","10b - Loch Broom","Highland","Wester Ross Fisheries Ltd","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"FS0301","01-Jan-1985","Couldoran Hatchery","NG841442","Highland","Yes","Couldoran","Kishorn","","IV54 8UY","","Fish","Freshwater","Medium","184100","844200","Not in a management area","Highland","Bakkafrost Scotland","N/A, Atlantic Salmon"
"FS1051","24-Jan-2003","Couldoran Incubation Unit","NG841441","Highland","Yes","Couldoran","Kishorn","","IV54 8UY","","Fish","Freshwater","High","184100","844100","Not in a management area","Highland","Bakkafrost Scotland","Atlantic Salmon, N/A"
"FS0388","01-Aug-1995","Coutts Mill","HP595016","Shetland","Yes","Coutts Mill Hatchery","Uyeasound Unst","","ZE2 9DN","","Fish","Freshwater","Low","459500","1201600","","Shetland","Cooke Aquaculture (Freshwater) Ltd","N/A, Atlantic Salmon"
"SS0484","15-Dec-1991","Cragaig E","NM405389","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","140500","738900","","Strathclyde","Isle of Ulva Oysters","Pacific Oyster, N/A"
"SS0382","29-May-1990","Cragaig W","NM402389","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","140200","738900","","Strathclyde","Isle of Ulva Oysters","Pacific Oyster, N/A"
"SS0351","02-Mar-1989","Craig Ulian","NM780174","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","178000","717400","","Strathclyde","Seil Sound Shellfish","Pacific Oyster, N/A"
"SS0595","15-Mar-2000","Creag An Rainich, Loch Leurbost","NB373249","Western Isles","Yes","10 Ranish","Lochs","","HS2 9NN","","Shellfish","Seawater","Medium","137300","924900","5a - E Lewis","Western Isles","Western Isles Mussels","N/A, Common mussel"
"FS0605","13-Nov-1990","Creag an T'Sagairt (Loch Hourn)","NG803096","Highland","Yes","Arnisdale","Glenelg","Ross-shire","IV40 8JH","","Fish","Seawater","Low","180300","809600","14b - Hourn","Highland","Mowi Scotland Ltd","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"SS0543","01-Oct-1995","Creagan Farm","NM974446","Argyll and Bute","Yes","Achalic Farm","Lerags, Oban","Argyll","PA34 4SE","","Shellfish","Seawater","Low","197400","744600","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Creagan Oysters","N/A, Pacific Oyster"
"FS1202","09-Sep-2010","Crimond Hatchery","NK039574","Aberdeenshire","No","N/A","","","","","Fish","Freshwater","Low","403900","857400","Not in a management area","Grampian","Ugie Angling Association Hatchery","Atlantic Salmon, N/A, Brown Trout and sea trout"
"SS0497","21-Oct-1992","Croggan Bay","NM707273","Argyll and Bute","Yes","New House","Croggan, Craignure","Isle of Mull, Argyll","PA63 6AH","","Shellfish","Seawater","Low","170700","727300","16c - Loch Spelve","Strathclyde","Croggan Oysters","Pacific Oyster, N/A"
"SS0834","06-Sep-2011","Cromarty Bay East","NH752657","Highland","No","N/A","","","","","Shellfish","Seawater","Low","275200","865700","Not in a management area","Highland","MacKenzie Oysters","N/A, Pacific Oyster"
"SS0830","08-Jun-2011","Cromarty Bay West","NH744659","Highland","No","29 Holm Dell Drive","","","IV2 4GX","","Shellfish","Seawater","Low","274400","865900","Not in a management area","Highland","MacKenzie Oysters","Pacific Oyster, Common mussel, N/A"
"SS0612","01-Nov-2000","Croo Taing","HU602999","Shetland","Yes","Maundeville","Uyeasound, Unst","","ZE2 9DL","","Shellfish","Seawater","Low","460200","1199900","1b - S Unst, E Yell, Fetlar","Shetland","Unst Shellfish","N/A, Common mussel"
"FS0213","05-Feb-1992","Crooie","HU398340","Shetland","No","North House","Taing Burra Isle","Shetland","-","","Fish","Seawater","Medium","439800","1134000","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, Lumpsucker, N/A, Wrasse"
"SS0903","20-Mar-2017","Crossroads","HU295585","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","High","429500","1158500","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","N/A, Common mussel"
"FS0576","30-Nov-1985","Cruachan Hatchery","NC073134","Highland","No","N/A","","","","","Fish","Freshwater","Low","207300","913400","Not in a management area","Highland","Finfish Ltd","N/A, Atlantic Salmon"
"SS0701","28-Oct-2003","Cruadhlinn, Loch Slapin","NG571178","Highland","No","Creagliath","Torrin","","IV49 9BA","","Shellfish","Seawater","Low","157100","817800","Not in a management area","Highland","Isle of Skye Mussel Company Ltd","Common mussel, N/A"
"SS0493","17-Jul-1990","Crulivig","NB173340","Western Isles","No","N/A","","","","","Shellfish","Seawater","Medium","117300","934000","","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"SS0816","03-Mar-2010","Crying Taing","HU469939","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","446900","1193900","Not in a management area","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"SS0691","26-Jun-2003","Cul Ness","HU477693","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","447700","1169300","2c - NE Shetland mainland","Shetland","Seafield Mussels Ltd","N/A, Common mussel"
"FS1343","31-Mar-2020","Culnacnoc Salmon Farm","NG532616","Highland","Yes","6 Broom Place","","","IV51 9HL","","Fish","Seawater","Low","153200","861600","11b - Sound of Raasay, Ainort, Scalpay","Highland","Organic Sea Harvest Ltd","Atlantic Salmon, Wrasse, Lumpsucker, N/A"
"SS0620","23-Jan-2001","Dales Voe","HU444444","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","444400","1144400","2b - SE Shetland mainland","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"SS0624","23-Jan-2001","Dales Voe North","HU415693","Shetland","No","N/A","","","","","Shellfish","Seawater","","441500","1169300","","Shetland","Blaaskjell Ltd","Common mussel, N/A"
"SS0941","16-Dec-2020","Disease Challenge Room 02.050","NT250642","Midlothian","Yes","The Roslin Institute","Easter Bush Campus","","EH25 9RG","","Shellfish","Seawater","High","325000","664200","Not in a management area","Lothian","The Roslin Institute","Whiteleg shrimp, N/A, Flat or native oyster, Pacific Oyster"
"FS0656","10-Sep-1991","Djubawick","HU557933","Shetland","Yes","Yell Shorebase","Mid Yell","","ZE2 9BN","","Fish","Seawater","Low","455700","1193300","1b - S Unst, E Yell, Fetlar","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A, Lumpsucker"
"FS0877","05-Aug-1996","Drimsallie Mill","NM934804","Highland","No","Drimsallie Mill","Inverness-shire","Inverness-shire","PH37 4LT","","Fish","Freshwater","Low","193400","780400","Not in a management area","Highland","River Lochy Association","Atlantic Salmon, N/A, Brown Trout and sea trout"
"SS0492","18-Aug-1992","Drovinish North","NB138327","Western Isles","Yes","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","113800","932700","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","N/A, Common mussel"
"FS0336","01-Apr-1998","Druimyeon Bay","NR668519","Argyll and Bute","Yes","Highfield","Argyll","Argyll","PA41 7AA","","Fish","Seawater","Medium","166800","651900","18b - Gigha","Strathclyde","Bakkafrost Scotland","Atlantic Salmon, Wrasse, Lumpsucker, N/A"
"FS0487","11-Sep-1992","Drumbeg (Loch Dhrombaig)","NC122336","Highland","No","Badcall Salmon House","Scourie, Lairg","Sutherland","IV27 4TH","","Fish","Seawater","Low","212200","933600","9c - Badcall, Chairn Bhain, Eddrachillis","Highland","Loch Duart Ltd","Lumpsucker, Wrasse, N/A, Atlantic Salmon"
"FS0807","10-May-1993","Drumintoul Loch","NH922112","Highland","No","N/A","","","","","Fish","Freshwater","","292200","811200","","Highland","Rothiemurchus Estate","N/A, Rainbow Trout"
"FS0179","01-May-1986","Drummond Trout Farm and Fishery","NN755218","Perth and Kinross","No","N/A","","","","","Fish","Freshwater","Low","275500","721800","","Central","Dawnfresh Farming Ltd","N/A, Rainbow Trout"
"SS0908","09-May-2017","Drumyeonmore Bay","NR656500","Argyll and Bute","Yes","Gallochoille","Argyll","Argyll","PA41 7AD","","Shellfish","Seawater","Low","165600","650000","18b - Gigha","Strathclyde","Gigha Oysters","N/A, Pacific Oyster"
